id,Time,Time_of_day,Visitors,Day,MonthName,year,Month,Date,day
356,12:15,PM,49,1,May,2014,5,5/1/2014,Thursday
357,12:30,PM,195,1,May,2014,5,5/1/2014,Thursday
358,13:00,PM,356,1,May,2014,5,5/1/2014,Thursday
359,17:00,PM,255,1,May,2014,5,5/1/2014,Thursday
360,17:30,PM,352,1,May,2014,5,5/1/2014,Thursday
361,18:00,PM,58,1,May,2014,5,5/1/2014,Thursday
362,10:30,AM,57,2,May,2014,5,5/2/2014,Friday
363,10:45,AM,43,2,May,2014,5,5/2/2014,Friday
364,11:00,AM,138,2,May,2014,5,5/2/2014,Friday
365,11:30,AM,133,2,May,2014,5,5/2/2014,Friday
366,11:45,AM,21,2,May,2014,5,5/2/2014,Friday
367,12:00,PM,759,2,May,2014,5,5/2/2014,Friday
368,12:15,PM,30,2,May,2014,5,5/2/2014,Friday
369,12:30,PM,78,2,May,2014,5,5/2/2014,Friday
370,13:00,PM,45,2,May,2014,5,5/2/2014,Friday
371,13:30,PM,45,2,May,2014,5,5/2/2014,Friday
372,17:00,PM,276,2,May,2014,5,5/2/2014,Friday
373,17:30,PM,83,2,May,2014,5,5/2/2014,Friday
374,11:30,AM,49,3,May,2014,5,5/3/2014,Saturday
375,12:00,PM,716,3,May,2014,5,5/3/2014,Saturday
376,12:30,PM,421,3,May,2014,5,5/3/2014,Saturday
377,13:00,PM,452,3,May,2014,5,5/3/2014,Saturday
378,13:15,PM,110,3,May,2014,5,5/3/2014,Saturday
379,14:00,PM,86,3,May,2014,5,5/3/2014,Saturday
380,17:30,PM,83,3,May,2014,5,5/3/2014,Saturday
381,12:00,PM,143,4,May,2014,5,5/4/2014,Sunday
382,12:30,PM,120,4,May,2014,5,5/4/2014,Sunday
383,13:30,PM,94,4,May,2014,5,5/4/2014,Sunday
384,14:00,PM,343,4,May,2014,5,5/4/2014,Sunday
385,12:00,PM,195,5,May,2014,5,5/5/2014,Monday
386,12:30,PM,407,5,May,2014,5,5/5/2014,Monday
387,13:30,PM,85,5,May,2014,5,5/5/2014,Monday
388,16:00,PM,21,5,May,2014,5,5/5/2014,Monday
389,17:00,PM,77,5,May,2014,5,5/5/2014,Monday
390,11:00,AM,34,6,May,2014,5,5/6/2014,Tuesday
391,12:00,PM,427,6,May,2014,5,5/6/2014,Tuesday
392,12:30,PM,144,6,May,2014,5,5/6/2014,Tuesday
393,13:30,PM,101,6,May,2014,5,5/6/2014,Tuesday
394,17:30,PM,55,6,May,2014,5,5/6/2014,Tuesday
395,7:00,AM,44,7,May,2014,5,5/7/2014,Wednesday
396,11:00,AM,633,7,May,2014,5,5/7/2014,Wednesday
397,11:30,AM,70,7,May,2014,5,5/7/2014,Wednesday
398,12:00,PM,471,7,May,2014,5,5/7/2014,Wednesday
399,12:30,PM,381,7,May,2014,5,5/7/2014,Wednesday
400,13:00,PM,25,7,May,2014,5,5/7/2014,Wednesday
401,13:15,PM,142,7,May,2014,5,5/7/2014,Wednesday
402,13:30,PM,44,7,May,2014,5,5/7/2014,Wednesday
403,16:30,PM,207,7,May,2014,5,5/7/2014,Wednesday
404,17:15,PM,33,7,May,2014,5,5/7/2014,Wednesday
405,17:30,PM,47,7,May,2014,5,5/7/2014,Wednesday
406,18:00,PM,177,7,May,2014,5,5/7/2014,Wednesday
407,11:00,AM,45,8,May,2014,5,5/8/2014,Thursday
408,11:15,AM,83,8,May,2014,5,5/8/2014,Thursday
409,11:30,AM,512,8,May,2014,5,5/8/2014,Thursday
410,11:45,AM,34,8,May,2014,5,5/8/2014,Thursday
411,12:00,PM,1212,8,May,2014,5,5/8/2014,Thursday
412,12:15,PM,70,8,May,2014,5,5/8/2014,Thursday
413,12:30,PM,875,8,May,2014,5,5/8/2014,Thursday
414,13:00,PM,498,8,May,2014,5,5/8/2014,Thursday
415,13:30,PM,30,8,May,2014,5,5/8/2014,Thursday
416,16:30,PM,100,8,May,2014,5,5/8/2014,Thursday
417,17:00,PM,310,8,May,2014,5,5/8/2014,Thursday
418,17:30,PM,100,8,May,2014,5,5/8/2014,Thursday
419,18:00,PM,165,8,May,2014,5,5/8/2014,Thursday
420,8:00,AM,122,9,May,2014,5,5/9/2014,Friday
421,11:00,AM,217,9,May,2014,5,5/9/2014,Friday
422,11:30,AM,179,9,May,2014,5,5/9/2014,Friday
423,12:00,PM,214,9,May,2014,5,5/9/2014,Friday
424,12:30,PM,246,9,May,2014,5,5/9/2014,Friday
425,13:00,PM,604,9,May,2014,5,5/9/2014,Friday
426,17:00,PM,210,9,May,2014,5,5/9/2014,Friday
427,17:30,PM,55,9,May,2014,5,5/9/2014,Friday
428,11:30,AM,399,10,May,2014,5,5/10/2014,Saturday
429,11:45,AM,53,10,May,2014,5,5/10/2014,Saturday
430,12:00,PM,162,10,May,2014,5,5/10/2014,Saturday
431,12:30,PM,374,10,May,2014,5,5/10/2014,Saturday
432,11:00,AM,113,11,May,2014,5,5/11/2014,Sunday
433,12:00,PM,81,11,May,2014,5,5/11/2014,Sunday
434,13:00,PM,32,11,May,2014,5,5/11/2014,Sunday
435,13:30,PM,65,11,May,2014,5,5/11/2014,Sunday
436,11:00,AM,50,12,May,2014,5,5/12/2014,Monday
437,12:00,PM,69,12,May,2014,5,5/12/2014,Monday
438,12:15,PM,34,12,May,2014,5,5/12/2014,Monday
439,12:30,PM,258,12,May,2014,5,5/12/2014,Monday
440,17:00,PM,18,12,May,2014,5,5/12/2014,Monday
441,17:30,PM,207,12,May,2014,5,5/12/2014,Monday
442,18:00,PM,15,12,May,2014,5,5/12/2014,Monday
443,11:00,AM,49,13,May,2014,5,5/13/2014,Tuesday
444,11:30,AM,134,13,May,2014,5,5/13/2014,Tuesday
445,12:00,PM,321,13,May,2014,5,5/13/2014,Tuesday
446,12:15,PM,131,13,May,2014,5,5/13/2014,Tuesday
447,12:30,PM,537,13,May,2014,5,5/13/2014,Tuesday
448,13:00,PM,195,13,May,2014,5,5/13/2014,Tuesday
449,17:00,PM,30,13,May,2014,5,5/13/2014,Tuesday
450,17:30,PM,434,13,May,2014,5,5/13/2014,Tuesday
451,17:45,PM,38,13,May,2014,5,5/13/2014,Tuesday
452,18:00,PM,26,13,May,2014,5,5/13/2014,Tuesday
453,10:30,AM,186,14,May,2014,5,5/14/2014,Wednesday
454,11:15,AM,15,14,May,2014,5,5/14/2014,Wednesday
455,11:30,AM,309,14,May,2014,5,5/14/2014,Wednesday
456,12:00,PM,431,14,May,2014,5,5/14/2014,Wednesday
457,12:15,PM,96,14,May,2014,5,5/14/2014,Wednesday
458,12:30,PM,310,14,May,2014,5,5/14/2014,Wednesday
459,13:00,PM,541,14,May,2014,5,5/14/2014,Wednesday
460,16:30,PM,248,14,May,2014,5,5/14/2014,Wednesday
461,17:00,PM,255,14,May,2014,5,5/14/2014,Wednesday
462,17:30,PM,146,14,May,2014,5,5/14/2014,Wednesday
463,18:00,PM,324,14,May,2014,5,5/14/2014,Wednesday
464,18:30,PM,162,14,May,2014,5,5/14/2014,Wednesday
465,7:00,AM,403,15,May,2014,5,5/15/2014,Thursday
466,7:15,AM,215,15,May,2014,5,5/15/2014,Thursday
467,11:00,AM,39,15,May,2014,5,5/15/2014,Thursday
468,11:30,AM,257,15,May,2014,5,5/15/2014,Thursday
469,12:00,PM,546,15,May,2014,5,5/15/2014,Thursday
470,12:15,PM,49,15,May,2014,5,5/15/2014,Thursday
471,12:30,PM,878,15,May,2014,5,5/15/2014,Thursday
472,13:45,PM,240,15,May,2014,5,5/15/2014,Thursday
473,15:00,PM,80,15,May,2014,5,5/15/2014,Thursday
474,17:00,PM,90,15,May,2014,5,5/15/2014,Thursday
475,17:30,PM,750,15,May,2014,5,5/15/2014,Thursday
476,18:00,PM,449,15,May,2014,5,5/15/2014,Thursday
477,10:00,AM,21,16,May,2014,5,5/16/2014,Friday
478,11:00,AM,146,16,May,2014,5,5/16/2014,Friday
479,11:30,AM,372,16,May,2014,5,5/16/2014,Friday
480,11:45,AM,67,16,May,2014,5,5/16/2014,Friday
481,12:00,PM,708,16,May,2014,5,5/16/2014,Friday
482,12:30,PM,164,16,May,2014,5,5/16/2014,Friday
483,12:45,PM,99,16,May,2014,5,5/16/2014,Friday
484,13:00,PM,289,16,May,2014,5,5/16/2014,Friday
485,16:00,PM,210,16,May,2014,5,5/16/2014,Friday
486,16:30,PM,51,16,May,2014,5,5/16/2014,Friday
487,17:30,PM,443,16,May,2014,5,5/16/2014,Friday
488,17:45,PM,68,16,May,2014,5,5/16/2014,Friday
489,18:00,PM,660,16,May,2014,5,5/16/2014,Friday
490,11:00,AM,164,17,May,2014,5,5/17/2014,Saturday
491,11:30,AM,330,17,May,2014,5,5/17/2014,Saturday
492,11:45,AM,28,17,May,2014,5,5/17/2014,Saturday
493,12:00,PM,506,17,May,2014,5,5/17/2014,Saturday
494,12:30,PM,354,17,May,2014,5,5/17/2014,Saturday
495,13:00,PM,170,17,May,2014,5,5/17/2014,Saturday
496,17:00,PM,53,17,May,2014,5,5/17/2014,Saturday
497,17:30,PM,28,17,May,2014,5,5/17/2014,Saturday
498,12:00,PM,300,18,May,2014,5,5/18/2014,Sunday
499,12:15,PM,57,18,May,2014,5,5/18/2014,Sunday
500,13:00,PM,58,18,May,2014,5,5/18/2014,Sunday
501,11:00,AM,15,19,May,2014,5,5/19/2014,Monday
502,11:30,AM,118,19,May,2014,5,5/19/2014,Monday
503,12:00,PM,43,19,May,2014,5,5/19/2014,Monday
504,12:15,PM,32,19,May,2014,5,5/19/2014,Monday
505,12:30,PM,119,19,May,2014,5,5/19/2014,Monday
506,12:45,PM,50,19,May,2014,5,5/19/2014,Monday
507,13:00,PM,51,19,May,2014,5,5/19/2014,Monday
508,14:30,PM,127,19,May,2014,5,5/19/2014,Monday
509,17:00,PM,127,19,May,2014,5,5/19/2014,Monday
510,18:15,PM,195,19,May,2014,5,5/19/2014,Monday
511,11:00,AM,378,20,May,2014,5,5/20/2014,Tuesday
512,11:45,AM,54,20,May,2014,5,5/20/2014,Tuesday
513,12:00,PM,207,20,May,2014,5,5/20/2014,Tuesday
514,12:30,PM,370,20,May,2014,5,5/20/2014,Tuesday
515,13:00,PM,137,20,May,2014,5,5/20/2014,Tuesday
516,17:00,PM,137,20,May,2014,5,5/20/2014,Tuesday
517,17:30,PM,407,20,May,2014,5,5/20/2014,Tuesday
518,11:00,AM,45,21,May,2014,5,5/21/2014,Wednesday
519,11:30,AM,439,21,May,2014,5,5/21/2014,Wednesday
520,12:00,PM,264,21,May,2014,5,5/21/2014,Wednesday
521,12:30,PM,149,21,May,2014,5,5/21/2014,Wednesday
522,13:00,PM,35,21,May,2014,5,5/21/2014,Wednesday
523,13:15,PM,62,21,May,2014,5,5/21/2014,Wednesday
524,13:30,PM,57,21,May,2014,5,5/21/2014,Wednesday
525,17:00,PM,541,21,May,2014,5,5/21/2014,Wednesday
526,17:30,PM,961,21,May,2014,5,5/21/2014,Wednesday
527,17:45,PM,75,21,May,2014,5,5/21/2014,Wednesday
528,18:00,PM,200,21,May,2014,5,5/21/2014,Wednesday
529,8:00,AM,72,22,May,2014,5,5/22/2014,Thursday
530,10:00,AM,149,22,May,2014,5,5/22/2014,Thursday
531,11:00,AM,338,22,May,2014,5,5/22/2014,Thursday
532,11:30,AM,337,22,May,2014,5,5/22/2014,Thursday
533,12:00,PM,1842,22,May,2014,5,5/22/2014,Thursday
534,12:15,PM,96,22,May,2014,5,5/22/2014,Thursday
535,12:30,PM,287,22,May,2014,5,5/22/2014,Thursday
536,13:00,PM,354,22,May,2014,5,5/22/2014,Thursday
537,13:30,PM,90,22,May,2014,5,5/22/2014,Thursday
538,16:30,PM,601,22,May,2014,5,5/22/2014,Thursday
539,17:00,PM,129,22,May,2014,5,5/22/2014,Thursday
540,17:30,PM,150,22,May,2014,5,5/22/2014,Thursday
541,18:00,PM,302,22,May,2014,5,5/22/2014,Thursday
542,10:00,AM,65,23,May,2014,5,5/23/2014,Friday
543,11:15,AM,47,23,May,2014,5,5/23/2014,Friday
544,11:30,AM,450,23,May,2014,5,5/23/2014,Friday
545,12:00,PM,165,23,May,2014,5,5/23/2014,Friday
546,12:15,PM,53,23,May,2014,5,5/23/2014,Friday
547,12:30,PM,436,23,May,2014,5,5/23/2014,Friday
548,13:00,PM,60,23,May,2014,5,5/23/2014,Friday
549,16:30,PM,170,23,May,2014,5,5/23/2014,Friday
550,17:00,PM,56,23,May,2014,5,5/23/2014,Friday
551,17:30,PM,249,23,May,2014,5,5/23/2014,Friday
552,18:00,PM,210,23,May,2014,5,5/23/2014,Friday
553,11:30,AM,229,24,May,2014,5,5/24/2014,Saturday
554,11:45,AM,21,24,May,2014,5,5/24/2014,Saturday
555,12:00,PM,273,24,May,2014,5,5/24/2014,Saturday
556,12:15,PM,130,24,May,2014,5,5/24/2014,Saturday
557,12:30,PM,50,24,May,2014,5,5/24/2014,Saturday
558,13:00,PM,86,24,May,2014,5,5/24/2014,Saturday
559,13:30,PM,70,24,May,2014,5,5/24/2014,Saturday
560,11:00,AM,50,25,May,2014,5,5/25/2014,Sunday
561,12:00,PM,561,25,May,2014,5,5/25/2014,Sunday
562,12:30,PM,143,25,May,2014,5,5/25/2014,Sunday
563,13:15,PM,90,25,May,2014,5,5/25/2014,Sunday
564,13:30,PM,102,25,May,2014,5,5/25/2014,Sunday
565,10:00,AM,103,26,May,2014,5,5/26/2014,Monday
566,12:00,PM,166,26,May,2014,5,5/26/2014,Monday
567,13:30,PM,66,26,May,2014,5,5/26/2014,Monday
568,14:00,PM,12,26,May,2014,5,5/26/2014,Monday
569,9:00,AM,15,27,May,2014,5,5/27/2014,Tuesday
570,11:30,AM,15,27,May,2014,5,5/27/2014,Tuesday
571,12:00,PM,75,27,May,2014,5,5/27/2014,Tuesday
572,12:30,PM,211,27,May,2014,5,5/27/2014,Tuesday
573,13:00,PM,141,27,May,2014,5,5/27/2014,Tuesday
574,13:15,PM,48,27,May,2014,5,5/27/2014,Tuesday
575,14:45,PM,36,27,May,2014,5,5/27/2014,Tuesday
576,16:30,PM,200,27,May,2014,5,5/27/2014,Tuesday
577,17:00,PM,182,27,May,2014,5,5/27/2014,Tuesday
578,17:30,PM,55,27,May,2014,5,5/27/2014,Tuesday
579,7:45,AM,129,28,May,2014,5,5/28/2014,Wednesday
580,8:30,AM,13,28,May,2014,5,5/28/2014,Wednesday
581,11:00,AM,91,28,May,2014,5,5/28/2014,Wednesday
582,11:30,AM,573,28,May,2014,5,5/28/2014,Wednesday
583,11:45,AM,118,28,May,2014,5,5/28/2014,Wednesday
584,12:00,PM,778,28,May,2014,5,5/28/2014,Wednesday
585,12:30,PM,342,28,May,2014,5,5/28/2014,Wednesday
586,13:00,PM,217,28,May,2014,5,5/28/2014,Wednesday
587,13:15,PM,36,28,May,2014,5,5/28/2014,Wednesday
588,13:30,PM,36,28,May,2014,5,5/28/2014,Wednesday
589,14:00,PM,26,28,May,2014,5,5/28/2014,Wednesday
590,17:00,PM,306,28,May,2014,5,5/28/2014,Wednesday
591,17:30,PM,330,28,May,2014,5,5/28/2014,Wednesday
592,18:00,PM,38,28,May,2014,5,5/28/2014,Wednesday
593,7:30,AM,80,29,May,2014,5,5/29/2014,Thursday
594,11:00,AM,9,29,May,2014,5,5/29/2014,Thursday
595,11:30,AM,308,29,May,2014,5,5/29/2014,Thursday
596,11:45,AM,104,29,May,2014,5,5/29/2014,Thursday
597,12:00,PM,1204,29,May,2014,5,5/29/2014,Thursday
598,12:30,PM,303,29,May,2014,5,5/29/2014,Thursday
599,13:00,PM,1026,29,May,2014,5,5/29/2014,Thursday
600,13:15,PM,241,29,May,2014,5,5/29/2014,Thursday
601,13:30,PM,149,29,May,2014,5,5/29/2014,Thursday
602,16:30,PM,165,29,May,2014,5,5/29/2014,Thursday
603,17:00,PM,686,29,May,2014,5,5/29/2014,Thursday
604,17:30,PM,110,29,May,2014,5,5/29/2014,Thursday
605,18:00,PM,494,29,May,2014,5,5/29/2014,Thursday
606,7:30,AM,80,30,May,2014,5,5/30/2014,Friday
607,11:00,AM,118,30,May,2014,5,5/30/2014,Friday
608,11:15,AM,33,30,May,2014,5,5/30/2014,Friday
609,11:30,AM,37,30,May,2014,5,5/30/2014,Friday
610,11:45,AM,43,30,May,2014,5,5/30/2014,Friday
611,12:00,PM,608,30,May,2014,5,5/30/2014,Friday
612,12:30,PM,333,30,May,2014,5,5/30/2014,Friday
613,12:45,PM,44,30,May,2014,5,5/30/2014,Friday
614,13:00,PM,62,30,May,2014,5,5/30/2014,Friday
615,13:30,PM,55,30,May,2014,5,5/30/2014,Friday
616,14:00,PM,59,30,May,2014,5,5/30/2014,Friday
617,17:00,PM,250,30,May,2014,5,5/30/2014,Friday
618,17:30,PM,212,30,May,2014,5,5/30/2014,Friday
619,11:00,AM,106,31,May,2014,5,5/31/2014,Saturday
620,11:30,AM,120,31,May,2014,5,5/31/2014,Saturday
621,12:00,PM,326,31,May,2014,5,5/31/2014,Saturday
622,12:30,PM,331,31,May,2014,5,5/31/2014,Saturday
623,13:00,PM,52,31,May,2014,5,5/31/2014,Saturday
624,13:15,PM,48,31,May,2014,5,5/31/2014,Saturday
625,13:30,PM,77,31,May,2014,5,5/31/2014,Saturday
626,16:00,PM,180,31,May,2014,5,5/31/2014,Saturday
627,11:30,AM,48,1,June,2014,6,6/1/2014,Sunday
628,12:00,PM,140,1,June,2014,6,6/1/2014,Sunday
629,12:30,PM,55,1,June,2014,6,6/1/2014,Sunday
630,13:00,PM,251,1,June,2014,6,6/1/2014,Sunday
631,14:00,PM,129,1,June,2014,6,6/1/2014,Sunday
632,11:00,AM,175,2,June,2014,6,6/2/2014,Monday
633,11:15,AM,48,2,June,2014,6,6/2/2014,Monday
634,11:30,AM,36,2,June,2014,6,6/2/2014,Monday
635,12:00,PM,495,2,June,2014,6,6/2/2014,Monday
636,12:15,PM,29,2,June,2014,6,6/2/2014,Monday
637,12:45,PM,43,2,June,2014,6,6/2/2014,Monday
638,13:30,PM,24,2,June,2014,6,6/2/2014,Monday
639,16:30,PM,93,2,June,2014,6,6/2/2014,Monday
640,17:00,PM,189,2,June,2014,6,6/2/2014,Monday
641,17:30,PM,33,2,June,2014,6,6/2/2014,Monday
642,10:00,AM,13,3,June,2014,6,6/3/2014,Tuesday
643,11:00,AM,200,3,June,2014,6,6/3/2014,Tuesday
644,11:30,AM,235,3,June,2014,6,6/3/2014,Tuesday
645,12:00,PM,551,3,June,2014,6,6/3/2014,Tuesday
646,12:15,PM,110,3,June,2014,6,6/3/2014,Tuesday
647,12:30,PM,336,3,June,2014,6,6/3/2014,Tuesday
648,13:00,PM,83,3,June,2014,6,6/3/2014,Tuesday
649,13:30,PM,42,3,June,2014,6,6/3/2014,Tuesday
650,14:00,PM,11,3,June,2014,6,6/3/2014,Tuesday
651,18:00,PM,55,3,June,2014,6,6/3/2014,Tuesday
652,18:15,PM,208,3,June,2014,6,6/3/2014,Tuesday
653,10:30,AM,39,4,June,2014,6,6/4/2014,Wednesday
654,12:00,PM,980,4,June,2014,6,6/4/2014,Wednesday
655,12:15,PM,205,4,June,2014,6,6/4/2014,Wednesday
656,12:30,PM,147,4,June,2014,6,6/4/2014,Wednesday
657,13:00,PM,417,4,June,2014,6,6/4/2014,Wednesday
658,13:30,PM,36,4,June,2014,6,6/4/2014,Wednesday
659,14:00,PM,36,4,June,2014,6,6/4/2014,Wednesday
660,17:00,PM,75,4,June,2014,6,6/4/2014,Wednesday
661,17:30,PM,144,4,June,2014,6,6/4/2014,Wednesday
662,18:00,PM,88,4,June,2014,6,6/4/2014,Wednesday
663,8:00,AM,81,5,June,2014,6,6/5/2014,Thursday
664,11:00,AM,36,5,June,2014,6,6/5/2014,Thursday
665,11:30,AM,114,5,June,2014,6,6/5/2014,Thursday
666,11:45,AM,257,5,June,2014,6,6/5/2014,Thursday
667,12:00,PM,87,5,June,2014,6,6/5/2014,Thursday
668,12:15,PM,151,5,June,2014,6,6/5/2014,Thursday
669,12:30,PM,319,5,June,2014,6,6/5/2014,Thursday
670,13:00,PM,435,5,June,2014,6,6/5/2014,Thursday
671,13:15,PM,31,5,June,2014,6,6/5/2014,Thursday
672,17:00,PM,365,5,June,2014,6,6/5/2014,Thursday
673,11:00,AM,41,6,June,2014,6,6/6/2014,Friday
674,11:30,AM,59,6,June,2014,6,6/6/2014,Friday
675,12:00,PM,420,6,June,2014,6,6/6/2014,Friday
676,12:15,PM,19,6,June,2014,6,6/6/2014,Friday
677,12:30,PM,199,6,June,2014,6,6/6/2014,Friday
678,13:00,PM,111,6,June,2014,6,6/6/2014,Friday
679,11:00,AM,103,7,June,2014,6,6/7/2014,Saturday
680,11:15,AM,19,7,June,2014,6,6/7/2014,Saturday
681,11:30,AM,74,7,June,2014,6,6/7/2014,Saturday
682,12:00,PM,418,7,June,2014,6,6/7/2014,Saturday
683,12:15,PM,54,7,June,2014,6,6/7/2014,Saturday
684,12:30,PM,213,7,June,2014,6,6/7/2014,Saturday
685,12:45,PM,49,7,June,2014,6,6/7/2014,Saturday
686,13:00,PM,157,7,June,2014,6,6/7/2014,Saturday
687,13:30,PM,32,7,June,2014,6,6/7/2014,Saturday
688,11:00,AM,40,8,June,2014,6,6/8/2014,Sunday
689,12:00,PM,209,8,June,2014,6,6/8/2014,Sunday
690,12:15,PM,68,8,June,2014,6,6/8/2014,Sunday
691,12:30,PM,348,8,June,2014,6,6/8/2014,Sunday
692,13:00,PM,253,8,June,2014,6,6/8/2014,Sunday
693,13:15,PM,29,8,June,2014,6,6/8/2014,Sunday
694,13:30,PM,80,8,June,2014,6,6/8/2014,Sunday
695,16:00,PM,56,8,June,2014,6,6/8/2014,Sunday
696,11:15,AM,82,9,June,2014,6,6/9/2014,Monday
697,11:30,AM,264,9,June,2014,6,6/9/2014,Monday
698,12:00,PM,288,9,June,2014,6,6/9/2014,Monday
699,12:15,PM,46,9,June,2014,6,6/9/2014,Monday
700,12:30,PM,597,9,June,2014,6,6/9/2014,Monday
701,13:00,PM,155,9,June,2014,6,6/9/2014,Monday
702,13:30,PM,43,9,June,2014,6,6/9/2014,Monday
703,17:30,PM,86,9,June,2014,6,6/9/2014,Monday
704,11:00,AM,289,10,June,2014,6,6/10/2014,Tuesday
705,11:30,AM,209,10,June,2014,6,6/10/2014,Tuesday
706,12:00,PM,447,10,June,2014,6,6/10/2014,Tuesday
707,12:30,PM,521,10,June,2014,6,6/10/2014,Tuesday
708,13:00,PM,480,10,June,2014,6,6/10/2014,Tuesday
709,13:30,PM,93,10,June,2014,6,6/10/2014,Tuesday
710,14:00,PM,10,10,June,2014,6,6/10/2014,Tuesday
711,16:00,PM,111,10,June,2014,6,6/10/2014,Tuesday
712,16:30,PM,250,10,June,2014,6,6/10/2014,Tuesday
713,17:00,PM,74,10,June,2014,6,6/10/2014,Tuesday
714,17:30,PM,466,10,June,2014,6,6/10/2014,Tuesday
715,11:00,AM,146,11,June,2014,6,6/11/2014,Wednesday
716,11:30,AM,327,11,June,2014,6,6/11/2014,Wednesday
717,12:00,PM,668,11,June,2014,6,6/11/2014,Wednesday
718,12:15,PM,73,11,June,2014,6,6/11/2014,Wednesday
719,12:30,PM,527,11,June,2014,6,6/11/2014,Wednesday
720,12:45,PM,138,11,June,2014,6,6/11/2014,Wednesday
721,13:00,PM,376,11,June,2014,6,6/11/2014,Wednesday
722,13:30,PM,40,11,June,2014,6,6/11/2014,Wednesday
723,17:00,PM,270,11,June,2014,6,6/11/2014,Wednesday
724,11:15,AM,50,12,June,2014,6,6/12/2014,Thursday
725,11:30,AM,53,12,June,2014,6,6/12/2014,Thursday
726,11:45,AM,34,12,June,2014,6,6/12/2014,Thursday
